"Depth: TMD [m]","Depth: TVD [m]","RPM  [rpm]","WOB  [t]","Flow IN  [l/min]","ROP  [m/h]","Formation","Hardness index 100","Mohes Index"
"582","581.99","101","3","2584","15.3","Zarzaitine Sup","55","4 - 5"
"583","582.99","100","3","2582","16.2","Zarzaitine Sup","55","4 - 5"
"584","583.99","100","3","2590","12.1","Zarzaitine Sup","55","4 - 5"
"585","584.99","101","3","2587","24.1","Zarzaitine Sup","55","4 - 5"
"586","585.99","104","4","2586","27.6","Zarzaitine Sup","55","4 - 5"
"587","586.99","107","3","2588","23.6","Zarzaitine Sup","55","4 - 5"
"588","587.99","99","4","2590","28.3","Zarzaitine Sup","55","4 - 5"
"589","588.99","100","4","2589","29.3","Zarzaitine Sup","55","4 - 5"
"590","589.99","101","3","2590","55.4","Zarzaitine Sup","55","4 - 5"
"591","590.99","93","5","2590","63.5","Zarzaitine Sup","55","4 - 5"
"592","591.99","89","5","2589","70.6","Zarzaitine Sup","55","4 - 5"
"593","592.99","86","5","2589","33.3","Zarzaitine Sup","55","4 - 5"
"594","593.99","108","2","2610","11.6","Zarzaitine Sup","55","4 - 5"
"595","594.99","106","2","2609","10.6","Zarzaitine Sup","55","4 - 5"
"596","595.99","102","3","2610","22.2","Zarzaitine Sup","55","4 - 5"
"597","596.99","100","3","2610","22.7","Zarzaitine Sup","55","4 - 5"
"598","597.99","104","2","2607","27","Zarzaitine Sup","55","4 - 5"
"599","598.99","110","2","2607","29.5","Zarzaitine Sup","55","4 - 5"
"600","599.99","107","2","2608","33.6","Zarzaitine Sup","55","4 - 5"
"601","600.99","107","2","2608","33","Zarzaitine Sup","55","4 - 5"
"602","601.99","109","2","2608","41.3","Zarzaitine Sup","55","4 - 5"
"603","602.99","101","2","2613","19.3","Zarzaitine Sup","55","4 - 5"
"604","603.99","104","2","2613","34.3","Zarzaitine Sup","55","4 - 5"
"605","604.98","83","6","2613","71.4","Zarzaitine Sup","55","4 - 5"
"606","605.98","83","7","2612","68.6","Zarzaitine Sup","55","4 - 5"
"607","606.98","87","6","2612","79.7","Zarzaitine Sup","55","4 - 5"
"608","607.98","84","7","2611","84.3","Zarzaitine Sup","55","4 - 5"
"609","608.98","84","7","2611","85.9","Zarzaitine Sup","55","4 - 5"
"610","609.98","82","7","2611","72","Zarzaitine Sup","55","4 - 5"
"611","610.98","82","7","2612","67.7","Zarzaitine Sup","55","4 - 5"
"612","611.98","91","5","2605","25.3","Zarzaitine Sup","55","4 - 5"
"613","612.98","93","7","2589","67.6","Zarzaitine Sup","55","4 - 5"
"614","613.98","91","8","2588","65.3","Zarzaitine Sup","55","4 - 5"
"615","614.98","90","9","2588","67.8","Zarzaitine Sup","55","4 - 5"
"616","615.98","94","7","2588","73.1","Zarzaitine Sup","55","4 - 5"
"617","616.98","102","6","2589","52.3","Zarzaitine Sup","55","4 - 5"
"618","617.98","97","8","2589","66.4","Zarzaitine Sup","55","4 - 5"
"619","618.98","91","8","2588","67.8","Zarzaitine Sup","55","4 - 5"
"620","619.98","88","9","2588","73.4","Zarzaitine Sup","55","4 - 5"
"621","620.98","98","6","2589","37.9","Zarzaitine Sup","55","4 - 5"
"622","621.98","93","3","2596","17","Zarzaitine Sup","55","4 - 5"
"623","622.98","97","3","2592","18.9","Zarzaitine Sup","55","4 - 5"
"624","623.98","89","6","2567","37.4","Zarzaitine Sup","55","4 - 5"
"625","624.98","85","6","2567","55.2","Zarzaitine Sup","55","4 - 5"
"626","625.98","84","6","2567","55.6","Zarzaitine Sup","55","4 - 5"
"627","626.98","82","6","2567","50.6","Zarzaitine Sup","55","4 - 5"
"628","627.98","80","6","2565","55.4","Zarzaitine Sup","55","4 - 5"
"629","628.98","81","6","2563","60","Zarzaitine Sup","55","4 - 5"
"630","629.98","80","6","2562","60.7","Zarzaitine Sup","55","4 - 5"
"631","630.98","85","4","2577","19.6","Zarzaitine Sup","55","4 - 5"
"632","631.98","82","6","2604","41","Zarzaitine Sup","55","4 - 5"
"633","632.98","80","6","2605","48.7","Zarzaitine Sup","55","4 - 5"
"634","633.98","80","6","2605","46","Zarzaitine Sup","55","4 - 5"
"635","634.98","84","6","2614","28.7","Zarzaitine Sup","55","4 - 5"
"636","635.98","78","7","2616","48.5","Zarzaitine Sup","55","4 - 5"
"637","636.98","80","7","2615","51.4","Zarzaitine Sup","55","4 - 5"
"638","637.98","77","7","2614","52.7","Zarzaitine Sup","55","4 - 5"
"639","638.98","80","7","2613","46.8","Zarzaitine Sup","55","4 - 5"
"640","639.98","77","7","2610","56.2","Zarzaitine Sup","55","4 - 5"
"641","640.98","97","3","2600","18.2","Zarzaitine Sup","55","4 - 5"
"642","641.98","93","6","2576","30.4","Zarzaitine Sup","55","4 - 5"
"643","642.98","87","8","2576","49.8","Zarzaitine Sup","55","4 - 5"
"644","643.98","87","8","2577","55","Zarzaitine Sup","55","4 - 5"
"645","644.98","84","8","2577","51.4","Zarzaitine Sup","55","4 - 5"
"646","645.98","85","8","2579","43.4","Zarzaitine Sup","55","4 - 5"
"647","646.98","82","9","2580","45.5","Zarzaitine Sup","55","4 - 5"
"648","647.98","82","8","2579","47","Zarzaitine Sup","55","4 - 5"
"649","648.98","85","8","2577","49.3","Zarzaitine Sup","55","4 - 5"
"650","649.98","93","4","2579","35.8","Zarzaitine Sup","55","4 - 5"
"651","650.98","113","2","2598","46.4","Zarzaitine Sup","55","4 - 5"
"652","651.98","106","3","2594","65.5","Zarzaitine Sup","55","4 - 5"
"653","652.98","106","3","2592","78.7","Zarzaitine Sup","55","4 - 5"
"654","653.98","99","3","2596","65","Zarzaitine Sup","55","4 - 5"
"655","654.98","111","2","2594","40.9","Zarzaitine Sup","55","4 - 5"
"656","655.98","91","7","2594","44.2","Zarzaitine Sup","55","4 - 5"
"657","656.98","86","8","2593","61.3","Zarzaitine Sup","55","4 - 5"
"658","657.98","84","8","2592","65","Zarzaitine Sup","55","4 - 5"
"659","658.98","81","7","2592","35.9","Zarzaitine Sup","55","4 - 5"
"660","659.98","100","4","2601","18.6","Zarzaitine Sup","55","4 - 5"
"661","660.98","85","8","2600","59.1","Zarzaitine Sup","55","4 - 5"
"662","661.98","87","8","2600","69.9","Zarzaitine Sup","55","4 - 5"
"663","662.98","92","7","2601","54.9","Zarzaitine Sup","55","4 - 5"
"664","663.98","85","8","2600","55.2","Zarzaitine Sup","55","4 - 5"
"665","664.98","86","8","2600","64.7","Zarzaitine Sup","55","4 - 5"
"666","665.98","85","8","2599","76.6","Zarzaitine Sup","55","4 - 5"
"667","666.98","116","1","2600","51.1","Zarzaitine Sup","55","4 - 5"
"668","667.98","112","1","2600","48.9","Zarzaitine Sup","55","4 - 5"
"669","668.98","107","1","2603","23.3","Zarzaitine Sup","55","4 - 5"
"670","669.98","116","3","2638","28","Zarzaitine Sup","55","4 - 5"
"671","670.98","120","1","2637","65.9","Zarzaitine Sup","55","4 - 5"
"672","671.98","118","2","2636","60.9","Zarzaitine Sup","55","4 - 5"
"673","672.98","125","1","2637","43.1","Zarzaitine Sup","55","4 - 5"
"674","673.98","116","2","2637","70.3","Zarzaitine Sup","55","4 - 5"
"675","674.98","115","3","2637","69.3","Zarzaitine Sup","55","4 - 5"
"676","675.98","122","2","2638","64.1","Zarzaitine Sup","55","4 - 5"
"677","676.98","110","4","2639","47.8","Zarzaitine Sup","55","4 - 5"
"678","677.98","97","6","2638","45.8","Zarzaitine Sup","55","4 - 5"
"679","678.98","103","2","2628","18.4","Zarzaitine Sup","55","4 - 5"
"680","679.98","105","4","2618","42","Zarzaitine Sup","55","4 - 5"
"681","680.98","116","1","2618","48.9","Zarzaitine Sup","55","4 - 5"
"682","681.98","96","6","2617","45.5","Zarzaitine Sup","55","4 - 5"
"683","682.98","101","5","2617","37.2","Zarzaitine Sup","55","4 - 5"
"684","683.98","106","3","2618","24.8","Zarzaitine Sup","55","4 - 5"
"685","684.98","97","4","2618","33","Zarzaitine Sup","55","4 - 5"
